Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
42-015,0,SCARBOROUGH ROWS,10 x 20,East of 6415 Steeles,326088.98,4855394.44,Ground,STATIC,W,Up,PATTISON,614,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r960mm8cxcct&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28247756&phx=0&phy=0&phscl=1&encType=1,42
42-015,0,SCARBOROUGH ROWS,10 x 20,East of 6415 Steeles,326091.61,4855395.14,Ground,STATIC,E,Up,PATTISON,613,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r9611f8cxbyk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252558&phx=0&phy=0&phscl=1&encType=1,42
42-016,0,SCARBOROUGH ROWS,10 x 20,"South side of CPR tracks, W. side of Tapscott Road, North of Finch Avenue East.",325639.63,4853302.74,Ground,STATIC,E,Up,PATTISON,2282B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r936978cwy1g&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264904&phx=0&phy=0&phscl=1&encType=1,42
42-016,0,SCARBOROUGH ROWS,10 x 20,"South side of CPR tracks, W. side of Tapscott Road, North of Finch Avenue East.",325638.23,4853304.14,Ground,STATIC,W,Up,PATTISON,2282A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r936568cwykr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264898&phx=0&phy=0&phscl=1&encType=1,42
42-017,0,SCARBOROUGH ROWS,10 x 20,"South side of CPR tracks, W. side of Tapscott Road, S. of McNicoll Avenue",325605.6,4853241.9,Ground,STATIC,S,Up,PATTISON,5533A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r933tm8cwx5s&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267021&phx=0&phy=0&phscl=1&encType=1,42
42-017,0,SCARBOROUGH ROWS,10 x 20,"South side of CPR tracks, W. side of Tapscott Road, S. of McNicoll Avenue",325604.72,4853242.96,Ground,STATIC,N,Up,PATTISON,5533B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r933qh8cwxgp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264898&phx=0&phy=0&phscl=1&encType=1,42
42-018,0,DEAN PARK RD,10 x 20,"In Hydro field on W/S of Tapscott Rd., South of McNicoll Ave.",325533.64,4853466.8,Ground,STATIC,S,Up,PATTISON,5328A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93fb88cwvcb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264781&phx=0&phy=0&phscl=1&encType=1,42
42-018,0,DEAN PARK RD,10 x 20,"In Hydro field on W/S of Tapscott Rd., South of McNicoll Ave.",325532.94,4853468.73,Ground,STATIC,N,Up,PATTISON,5328B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93f998cwvby&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252647&phx=0&phy=0&phscl=1&encType=1,42
42-019,0,DEAN PARK RD,10 x 20,"In Hydro field on E/S Tapscott Rd., South of McNicoll Ave.",325568.91,4853479.61,Ground,STATIC,S,Up,ASTRAL,616,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93fw18cwwdr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264781&phx=0&phy=0&phscl=1&encType=1,42
42-019,0,DEAN PARK RD,10 x 20,"In Hydro field on E/S Tapscott Rd., South of McNicoll Ave.",325568.56,4853480.84,Ground,STATIC,N,Up,ASTRAL,615,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93f088cwwg9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252647&phx=0&phy=0&phscl=1&encType=1,42
42-020,730,TAPSCOTT RD,10 x 20,unknown,325803.07,4852674.14,Ground,STATIC,SE,Up,PATTISON,5803A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92bxk8cx2pj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267077&phx=0&phy=0&phscl=1&encType=1,42
42-020,730,TAPSCOTT RD,10 x 20,unknown,325802.5,4852676.24,Ground,STATIC,NE,Up,PATTISON,5803B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92bm48cx2yd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264991&phx=0&phy=0&phscl=1&encType=1,42
42-021,2511,MARKHAM RD,10 x 20,unknown,325461.54,4852435.8,Ground,TRIVISION,N,Down,LANDMARK,unknown,http://www.bing.com/maps/?v=2&cp=r95hhs8cw4y1&lvl=19.24&dir=355.01&sty=b&where1=Markham%20Rd%2C%20Markham%2C%20ON%2C%20L3S&form=LMLTCC,42
42-021,2511,MARKHAM RD,10 x 20,unknown,325461.54,4852435.8,Ground,TRIVISION,S,Down,LANDMARK,unknown,http://www.bing.com/maps/?v=2&cp=r95hhs8cw4y1&lvl=19.24&dir=355.01&sty=b&where1=Markham%20Rd%2C%20Markham%2C%20ON%2C%20L3S&form=LMLTCC,42
41-001,159,DYNAMIC DR,10 x 20,Just south of 3030 Markham Rd.,324836.83,4854236.3,Ground,STATIC,N,Up,PATTISON,2338B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r94g9b8cw5yv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28250973&phx=0&phy=0&phscl=1&encType=1,41
41-001,159,DYNAMIC DR,10 x 20,Just south of 3030 Markham Rd.,324837.42,4854235.13,Ground,STATIC,S,Up,PATTISON,2338A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r94ggw8cw605&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28248310&phx=0&phy=0&phscl=1&encType=1,41
41-002,0,MARKHAM RD,10 x 20,Near 2960 Markham Rd. Appeared as Dynamic Dr),324871.04,4854116.31,Ground,STATIC,N,Up,CBS,5695,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r948zb8cw5xr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28250973&phx=0&phy=0&phscl=1&encType=1,41
41-002,0,MARKHAM RD,10 x 20,Near 2960 Markham Rd. Appeared as Dynamic Dr),324871.14,4854115.04,Ground,STATIC,S,Up,CBS,5694,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r949qh8cw6vx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28247782&phx=0&phy=0&phscl=1&encType=1,41
41-003,2960,MARKHAM RD,10 x 20,South of Markham & Passmore,324898.85,4854041.8,Ground,STATIC,N,Up,CBS,6177,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r9469k8cw7nw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252193&phx=0&phy=0&phscl=1&encType=1,41
41-003,2960,MARKHAM RD,10 x 20,South of Markham & Passmore,324900.6,4854039.17,Ground,STATIC,S,Up,CBS,6176,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r946g08cw7mk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28247782&phx=0&phy=0&phscl=1&encType=1,41
41-004,2960,MARKHAM RD,10 x 20,Corner of Markham & Turbina,324921.98,4853961.75,Ground,STATIC,N,Up,CBS,5626,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r942zy8cw8ct&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252193&phx=0&phy=0&phscl=1&encType=1,41
41-004,2960,MARKHAM RD,10 x 20,Corner of Markham & Turbina,324922.37,4853960.58,Ground,STATIC,S,Up,CBS,5625,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r943cy8cw899&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28247782&phx=0&phy=0&phscl=1&encType=1,41
41-006,2810-2834,MARKHAM RD,10 x 20,Rooftop in stripmall south of Mcnicoll,325025.22,4853465.69,Roof,STATIC,N,Up,CBS,1670,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93d468cwc6q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252643&phx=0&phy=0&phscl=1&encType=1,41
41-006,2810-2834,MARKHAM RD,10 x 20,Rooftop in stripmall south of Mcnicoll,325025.76,4853464.24,Roof,STATIC,S,Up,CBS,1669,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93fky8cwc9g&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264768&phx=0&phy=0&phscl=1&encType=1,41
41-007,0,DEAN PARK RD,10 x 20,In hydro field north of Nashdene Rd.,325126.38,4853310.99,Ground,STATIC,N,Up,CBS,1773,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r936608cwg1b&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28252645&phx=0&phy=0&phscl=1&encType=1,41
41-007,0,DEAN PARK RD,10 x 20,In hydro field north of Nashdene Rd.,325126.96,4853309.52,Ground,STATIC,S,Up,CBS,1774,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r937188cwfy7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264780&phx=0&phy=0&phscl=1&encType=1,41
41-009,5310,FINCH AVE E,12 x 16,Near Finch & Tiffield Rd.,324765.6,4852186.3,Ground,STATIC,E,No Illumination,PATTISON,0054B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91qff8cw3qm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265260&phx=0&phy=0&phscl=1&encType=1,41
41-009,5310,FINCH AVE E,12 x 16,Near Finch & Tiffield Rd.,324761.76,4852184.38,Ground,STATIC,W,No Illumination,PATTISON,0054A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91qcd8cw3z5&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266016&phx=0&phy=0&phscl=1&encType=1,41
41-010,0,FINCH AVE E,10 x 20,Near Finch & Tiffield Rd.,324680.15,4852161.98,Ground,STATIC,E,Up,PATTISON,5125B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91pcq8cw17j&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265260&phx=0&phy=0&phscl=1&encType=1,41
41-010,0,FINCH AVE E,10 x 20,Near Finch & Tiffield Rd.,324677.91,4852160.7,Ground,STATIC,W,Up,PATTISON,5125A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91pc58cw1jy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266016&phx=0&phy=0&phscl=1&encType=1,41
41-011,0,SCARBOROUGH ROWS,10 x 20,CNR on Steeles E of Kennedy Rd.,320699.77,4853647.12,Ground,STATIC,E,Up,ASTRAL,212,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93pkr8crb39&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28250742&phx=0&phy=0&phscl=1&encType=1,41
41-011,0,SCARBOROUGH ROWS,10 x 20,CNR on Steeles E of Kennedy Rd.,320698.05,4853645.09,Ground,STATIC,W,Up,ASTRAL,213,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r93pjt8crbdf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266746&phx=0&phy=0&phscl=1&encType=1,41
41-012,3820,MIDLAND AVE,10 x 20,South of Midland & Artillery St.,321356.17,4852877.43,Ground,STATIC,N,Up,CBS,1696,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92nbf8cryhw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267007&phx=0&phy=0&phscl=1&encType=1,41
41-012,3820,MIDLAND AVE,10 x 20,South of Midland & Artillery St.,321356.51,4852875.91,Ground,STATIC,S,Up,CBS,1695,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92nwn8crygy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264809&phx=0&phy=0&phscl=1&encType=1,41
41-013,4120,FINCH AVE E,10 x 20,CNR on Finch E of Kennedy Rd.,321555.17,4851218.96,Ground,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90d8p8cs44n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265480&phx=0&phy=0&phscl=1&encType=1,41
41-013,4120,FINCH AVE E,10 x 20,CNR on Finch E of Kennedy Rd.,321556.81,4851220.11,Ground,STATIC,E,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90dcx8cs3xj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265435&phx=0&phy=0&phscl=1&encType=1,41
41-014,0,MIDLAND AVE,10 x 20,"Hydro field S. of McNicoll Avenue, W.S. of Midland Avenue",321561.59,4852291.87,Ground,STATIC,S,Up,PATTISON,5485A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91vzh8cs45c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265384&phx=0&phy=0&phscl=1&encType=1,41
41-014,0,MIDLAND AVE,10 x 20,"Hydro field S. of McNicoll Avenue, W.S. of Midland Avenue",321561.1,4852294.01,Ground,STATIC,N,Up,PATTISON,5485B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91vjv8cs47b&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265165&phx=0&phy=0&phscl=1&encType=1,41
41-015,605,MIDDLEFIELD RD,unknown,Corner of Middlefield & Richmond Park,324142.23,4852510.0,Pedestal,STATIC,unknown,Backlit,PATTISON,207,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r924mk8cvjf4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265136&phx=0&phy=0&phscl=1&where1=605%20middlefield&encType=1,41
41-016,2270,MARKHAM RD,10 x 20,SW corner of Finch & Markham Rd. Appears as 2270 Markham Rd and 2248 Markham Rd.,325350.99,4852298.22,Ground,STATIC,W,Up,CBS,5628,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91vv68cwpbd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267853&phx=0&phy=0&phscl=1&where1=5551%20finch%20ave%20e&encType=1,41
41-016,2270,MARKHAM RD,10 x 20,SW corner of Finch & Markham Rd. Appears as 2270 Markham Rd and 2248 Markham Rd.,325352.29,4852299.04,Ground,STATIC,E,Up,CBS,5627,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91vq08cwnvh&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265265&phx=0&phy=0&phscl=1&where1=5551%20finch%20ave%20e&encType=1,41
41-017,5200-5220,FINCH AVE E,10 x 20,E of Finch & Middlefield,324380.66,4852073.65,Roof,STATIC,SE,Up,PATTISON,5080B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91jmf8cvrpq&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267620&phx=0&phy=0&phscl=1&where1=5551%20finch%20ave%20e&encType=1,41
41-017,5200-5220,FINCH AVE E,10 x 20,E of Finch & Middlefield,324376.78,4852071.81,Roof,STATIC,SW,Up,PATTISON,5080A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91jr38cvs9g&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267618&phx=0&phy=0&phscl=1&where1=5551%20finch%20ave%20e&encType=1,41
41-018,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324547.66,4851443.2,Ground,STATIC,W,No Illumination,ASTRAL,159,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90q3j8cvxqz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266086&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-018,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324548.43,4851444.43,Ground,STATIC,E,No Illumination,ASTRAL,158,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90prm8cvxwz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265453&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-019,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324442.27,4851257.04,Ground,STATIC,E,Up,PATTISON,5358A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90dzr8cvtym&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265453&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-019,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324441.27,4851255.04,Ground,STATIC,W,Up,PATTISON,5358B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90fk88cvtq2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265457&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-020,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324379.96,4851143.55,Ground,STATIC,NE,Up,PATTISON,5356A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r9084b8cvs6f&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265453&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-020,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324378.34,4851141.47,Ground,STATIC,NW,Up,PATTISON,5356B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r908hp8cvsb2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266437&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-021,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324305.53,4851009.56,Ground,STATIC,E,Up,PATTISON,5396B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r903468cvpxr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267961&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-021,0,MIDDLEFIELD RD,10 x 20,Near rail tracks on Middlefield E of McCowan,324305.53,4851006.79,Ground,STATIC,W,Up,PATTISON,5396A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r903x58cvptw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28268043&phx=0&phy=0&phscl=1&where1=150%20middlefield&encType=1,41
41-022,0,SCARBOROUGH ROWS,10 x 20,CPRail tracks S of Sheppard on Midland,322645.25,4849108.36,Ground,STATIC,S,Up,CBS,1697,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xk798ct446&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266535&phx=0&phy=0&phscl=1&encType=1,41
41-022,0,SCARBOROUGH ROWS,10 x 20,CPRail tracks S of Sheppard on Midland,322644.91,4849110.89,Ground,STATIC,N,Up,CBS,1698,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xjdm8ct4cv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267514&phx=0&phy=0&phscl=1&encType=1,41
41-023,20,NUGGET AVE,10 x 20,Corner of Nugget & McCowan,324143.2,4850075.97,Ground,STATIC,N,Up,ASTRAL,428,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8yvm58cvj63&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266230&phx=0&phy=0&phscl=1&encType=1,41
41-023,20,NUGGET AVE,10 x 20,Corner of Nugget & McCowan,324145.73,4850073.43,Ground,STATIC,S,Up,ASTRAL,429,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8yvpw8cvj8r&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266302&phx=0&phy=0&phscl=1&encType=1,41
41-024,0,MCCOWAN RD,10 x 20,SE side of McCowan at CP tracks,324088.2,4850191.69,Ground,STATIC,SE,Up,CBS,1688,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8z0gh8cvgnw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266302&phx=0&phy=0&phscl=1&encType=1,41
41-025,40,NUGGET AVE,10 x 20,E of McCowan Rd.,324230.95,4850093.73,Ground,STATIC,E,Up,PATTISON,2294A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ywd28cvmv0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266299&phx=0&phy=0&phscl=1&encType=1,41
41-025,40,NUGGET AVE,10 x 20,E of McCowan Rd.,324232.22,4850094.15,Ground,STATIC,W,Up,PATTISON,2294B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ywfv8cvmh5&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266303&phx=0&phy=0&phscl=1&encType=1,41
41-026,2050,MCCOWAN RD,10 x 20, S of Commander Blvd.,323984.13,4850381.86,Ground,STATIC,N,Up,CBS,5603,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8z7h78cvctt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267361&phx=0&phy=0&phscl=1&encType=1,41
41-026,2050,MCCOWAN RD,10 x 20,S of Commander Blvd.,323984.97,4850379.75,Ground,STATIC,S,Up,CBS,5602,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8z8pb8cvczm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266220&phx=0&phy=0&phscl=1&encType=1,41
41-027,0,MCCOWAN RD,10 x 20,NW of CP Rail tracks and McCowan Rd.,324021.69,4850236.35,Ground,STATIC,N,Up,CBS,1686,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8z1zm8cvdvy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267361&phx=0&phy=0&phscl=1&encType=1,41
41-028,0,DYNAMIC DR,10 x 20,W side of Markham S of Nashdene Rd.,325267.86,4852846.96,Ground,STATIC,N,Up,PATTISON,2284B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92kdp8cwm27&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264990&phx=0&phy=0&phscl=1&encType=1,41
41-028,0,DYNAMIC DR,10 x 20,W side of Markham S of Nashdene Rd.,325268.35,4852845.08,Ground,STATIC,S,Up,PATTISON,2284A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r92m1k8cwm0n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265191&phx=0&phy=0&phscl=1&encType=1,41
41-029,2230,MARKHAM RD,10 x 20,S of Finch on W side of Markham Rd.,325412.92,4852007.97,Ground,STATIC,N,Up,ASTRAL,183,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91fj78cwqzz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265196&phx=0&phy=0&phscl=1&encType=1,41
41-029,2230,MARKHAM RD,10 x 20,S of Finch on W side of Markham Rd.,325412.43,4852006.68,Ground,STATIC,S,Up,ASTRAL,184,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r91fzm8cwqyd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265199&phx=0&phy=0&phscl=1&encType=1,41
41-030,2210,MARKHAM RD,10 x 20,S of Finch on W side of Markham Rd.,325349.51,4851772.85,Ground,STATIC,N,Up,PATTISON,5399B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r914228cwp5h&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265196&phx=0&phy=0&phscl=1&encType=1,41
41-030,2210,MARKHAM RD,10 x 20,S of Finch on W side of Markham Rd.,325349.6,4851771.76,Ground,STATIC,S,Up,PATTISON,5399A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r914md8cwp2y&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266441&phx=0&phy=0&phscl=1&encType=1,41
41-031,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks              (896 m N. of Nuggett)",325347.22,4851624.66,Ground,STATIC,NE,No Illumination,PATTISON,2278B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90xvh8cwp6h&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28265196&phx=0&phy=0&phscl=1&encType=1,41
41-031,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks              (896 m N. of Nuggett)",325348.21,4851621.98,Ground,STATIC,SE,No Illumination,PATTISON,2278A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90yg48cwp50&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266441&phx=0&phy=0&phscl=1&encType=1,41
41-032,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks        (771 m N. of Nuggett)",325389.9,4851476.98,Ground,STATIC,N,Up,ASTRAL,611,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90qrq8cwqcr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267966&phx=0&phy=0&phscl=1&encType=1,41
41-032,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks        (771 m N. of Nuggett)",325390.99,4851474.0,Ground,STATIC,S,Up,ASTRAL,612,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90r7q8cwq1t&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267968&phx=0&phy=0&phscl=1&encType=1,41
41-033,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks             (500 m N. of Nuggett)",325420.61,4851337.22,Ground,STATIC,NE,Up,PATTISON,2276B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90j0q8cwr4k&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267966&phx=0&phy=0&phscl=1&encType=1,41
41-033,0,MARKHAM RD,10 x 20,"W. of Markham Road, N. of Nuggett Avenue at CPRail tracks             (500 N. of Nuggett)",325421.8,4851334.74,Ground,STATIC,SE,Up,PATTISON,2276A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r90kcg8cwr5s&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266097&phx=0&phy=0&phscl=1&encType=1,41
41-034,4550,SHEPPARD AVE E,10 x 20,N side of Sheppard E of Brimley Rd.,323845.12,4849692.7,Ground,STATIC,W,Up,CBS,5591,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ybcm8cv7x7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28266708&phx=0&phy=0&phscl=1&encType=1,41
41-034,4550,SHEPPARD AVE E,10 x 20,N side of Sheppard E of Brimley Rd.,323844.27,4849692.11,Ground,STATIC,E,Up,CBS,5590,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8yb748cv7y7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28267360&phx=0&phy=0&phscl=1&encType=1,41
