Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
08-033,15,TORO RD,10 x 20,unknown,305665.87,4846385.22,Roof,STATIC,NW,Up,PATTISON,5626A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8swzy8c89tp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274782&phx=0&phy=0&phscl=1&where1=15%20TORO%2C%20TORONTO&encType=1,8
08-033,15,TORO RD,10 x 20,unknown,305665.87,4846385.22,Roof,STATIC,SW,Up,PATTISON,5626B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8sy2m8c897v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274184&phx=0&phy=0&phscl=1&where1=15%20TORO%2C%20TORONTO&encType=1,8
08-034,3889,KEELE ST,10 x 20,unknown,305617.06,4846541.41,Roof,STATIC,S,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t3kq8c8891&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274782&phx=0&phy=0&phscl=1&where1=3889%20KEELE%2C%20TORONTO&encType=1,8
08-034,3889,KEELE ST,10 x 20,unknown,305617.06,4846541.41,Roof,STATIC,N,Up,ASTRAL,410,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8t3kq8c8891&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274298&phx=0&phy=0&phscl=1&where1=3889%20KEELE%2C%20TORONTO&encType=1,8
08-035,3925,KEELE ST,10 x 20,unknown,3055769.95,4846691.85,Roof,STATIC,S,Up,PATTISON,5068B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tbpm8c872z&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274298&phx=0&phy=0&phscl=1&where1=3925%20KEELE%2C%20TORONTO&encType=1,8
08-036,3941,KEELE ST,10 x 20,unknown,305522.43,4846950.8,Roof,STATIC,S,Up,CBS,5710,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tq5k8c85r8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274007&phx=0&phy=0&phscl=1&where1=3941%20KEELE%2C%20TORONTO&encType=1,8
08-036,3941,KEELE ST,10 x 20,unknown,305522.43,4846950.8,Roof,STATIC,N,Up,CBS,5709,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8tnp28c85h6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274094&phx=0&phy=0&phscl=1&where1=3941%20KEELE%2C%20TORONTO&encType=1,8
08-037,0,NORTH YORK,10 x 20,Hydro Field between 3965 and 3975 Keele St.,305468.13,4847220.14,Ground,STATIC,N,Up,CBS,2005,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v0zm8c842d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274013&phx=0&phy=0&phscl=1&where1=3965%20KEELE%2C%20TORONTO&encType=1,8
08-037,0,NORTH YORK,10 x 20,Hydro Field between 3965 and 3975 Keele St.,305468.13,4847220.14,Ground,STATIC,S,Up,CBS,2006,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8v1rp8c8438&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274028&phx=0&phy=0&phscl=1&where1=3965%20KEELE%2C%20TORONTO&encType=1,8
08-038,3975,KEELE ST,10 x 20,Shell Canada,305417.56,4847524.42,Ground,STATIC,S,Up,CBS,1412,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8vgzk8c82nt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274028&phx=0&phy=0&phscl=1&where1=3975%20KEELE%2C%20TORONTO&encType=1,8
08-039,4699,KEELE ST,10 x 20,unknown,305328.56,4848056.34,Roof,STATIC,S,Up,CBS,5679,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8w5mt8c8098&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28274500&phx=0&phy=0&phscl=1&where1=4699%20KEELE%2C%20TORONTO&encType=1,8
08-039,4699,KEELE ST,10 x 20,unknown,305328.56,4848056.34,Roof,STATIC,N,Up,CBS,5678,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8w5db8c8023&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28273902&phx=0&phy=0&phscl=1&where1=4699%20KEELE%2C%20TORONTO&encType=1,8
08-040,0,NORTH YORK,10 x 20,"West of 2555 Steeles Ave. W., on the East side of CNR",306051.32,4849075.26,Ground,STATIC,E,Up,ASTRAL,250,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xj0q8c8p6h&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28263743&phx=0&phy=0&phscl=1&where1=2555%20STEELES%20WEST%2C%20TORONTO&encType=1,8
08-040,0,NORTH YORK,10 x 20,"West of 2555 Steeles Ave. W., on the East side of CNR",306051.32,4849075.26,Ground,STATIC,W,Up,ASTRAL,405,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xjmp8c8pxs&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264827&phx=0&phy=0&phscl=1&where1=2555%20STEELES%20WEST%2C%20TORONTO&encType=1,8
08-041,0,NORTH YORK,10 x 20,"West of 2555 Steeles Ave. W., on the East side of CNR",306030.46,4849066.59,Ground,STATIC,W,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xhyz8c8nxt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264827&phx=0&phy=0&phscl=1&where1=2555%20STEELES%20WEST%2C%20TORONTO&encType=1,8
08-042,2555,STEELES AVE W,10 x 20,unknown,306065.22,4849066.49,Roof,STATIC,W,Up,PATTISON,5551A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xj2b8c8q76&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28264827&phx=0&phy=0&phscl=1&where1=2555%20STEELES%20WEST%2C%20TORONTO&encType=1,8
08-042,2555,STEELES AVE W,10 x 20,unknown,306065.22,4849066.49,Roof,STATIC,E,Up,PATTISON,5551B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8xhx28c8nzg&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28262501&phx=0&phy=0&phscl=1&where1=2555%20STEELES%20WEST%2C%20TORONTO&encType=1,8
08-043,4610-4630,DUFFERIN ST,10 x 20,unknown,307336.6,4847851.74,Roof,STATIC,S,Up,PATTISON,5394A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8vxgr8c9vzp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275854&phx=0&phy=0&phscl=1&where1=4610%20DUFFERIN%2C%20TORONTO&encType=1,8
08-043,4610-4630,DUFFERIN ST,10 x 20,unknown,307336.6,4847851.74,Roof,STATIC,N,Up,PATTISON,5394B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8vvmq8c9w3w&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275042&phx=0&phy=0&phscl=1&where1=4610%20DUFFERIN%2C%20TORONTO&encType=1,8
08-044,0,NORTH YORK,10 x 20,Hydro Field north of Finch on Alness,307014.43,4847658.98,Ground,STATIC,N,Up,CBS,3511,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8vn3x8c9k9t&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275576&phx=0&phy=0&phscl=1&encType=1,8
08-044,0,NORTH YORK,10 x 20,Hydro Field north of Finch on Alness,307014.43,4847658.98,Ground,STATIC,S,Up,CBS,3510,http://www.bing.com/maps/default.aspx?v=2&FORM=LMLTCC&cp=r8vnmn8c9jzd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276637&phx=0&phy=0&phscl=1&encType=1,8
08-045,4457-4467,CHESSWOOD DR,10 x 20,unknown,306669.63,4846686.65,Roof,STATIC,E,Up,PATTISON,624,http://www.bing.com/maps/?v=2&cp=r8t9qx8c984k&scene=28275091&lvl=2&sty=b&where1=4457%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-045,4457-4467,CHESSWOOD DR,10 x 20,unknown,306669.63,4846686.65,Roof,STATIC,W,Up,PATTISON,6137,http://www.bing.com/maps/?v=2&cp=r8tbsk8c97gc&scene=28274194&lvl=2&sty=b&where1=4457%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-046,4361,CHESSWOOD DR,10 x 20,unknown,306563.26,4846496.135,Roof,STATIC,N,Up,PATTISON,5647A,http://www.bing.com/maps/?v=2&cp=r8t1278c949f&scene=28274306&lvl=2&sty=b&where1=4361%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-046,4361,CHESSWOOD DR,10 x 20,unknown,306563.26,4846496.135,Roof,STATIC,S,Up,PATTISON,5647B,http://www.bing.com/maps/?v=2&cp=r8t1278c949f&scene=28274306&lvl=2&sty=b&where1=4361%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-047,4362,CHESSWOOD DR,10 x 20,unknown,306465.831,4846504.035,Roof,STATIC,S,Up,PATTISON,5307A,http://www.bing.com/maps/?v=2&cp=r8t1ht8c91b1&scene=28274197&lvl=2&sty=b&where1=4362%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-047,4362,CHESSWOOD DR,10 x 20,unknown,306465.831,4846504.035,Roof,STATIC,N,Up,PATTISON,5307B,http://www.bing.com/maps/?v=2&cp=r8t1ht8c91b1&scene=28274197&lvl=2&sty=b&where1=4362%20Chesswood%20Dr%2C%20Toronto%2C%20ON%2C%20M3J,8
08-048,60,ALNESS ST,12 x 16,345' S/O Martin Ross Ave WS F/SE,306939.52,4847898.28,Roof,STATIC,N,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8vz6d8c9h10&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=30%20Alness%20St%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-048,60,ALNESS ST,12 x 16,345' S/O Martin Ross Ave WS F/SE,306939.52,4847898.28,Roof,STATIC,S,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8vz6d8c9h10&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=30%20Alness%20St%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-049,59,ALNESS ST,10 x 20,200' N/O Brisbane Rd ES F/NW,307005.78,4847873.74,Roof,STATIC,N,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8vy528c9jz6&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=59%20Alness%20St%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-049,59,ALNESS ST,10 x 20,200' N/O Brisbane Rd ES F/NW,307005.78,4847873.74,Roof,STATIC,S,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8vy528c9jz6&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=59%20Alness%20St%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-050,3865-3913,CHESSWOOD DR,10 x 20,100' N/O Steeprock Dr ES F/NW,306796.23,4846186.09,Roof,STATIC,W,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8spck8c9bxn&lvl=19.262372495412332&dir=348.68216741494524&sty=b&where1=3913%20Chesswood%20Dr%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-050,3865-3913,CHESSWOOD DR,10 x 20,100' N/O Steeprock Dr ES F/NW,306796.23,4846186.09,Roof,STATIC,S,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8spck8c9bxn&lvl=19.262372495412332&dir=348.68216741494524&sty=b&where1=3913%20Chesswood%20Dr%2C%20North%20York%2C%20ON%2C%20M3J&form=LMLTCC,8
08-052,98,NORFINCH DR,10 x 20,0.8km N/O Finch Ave ES F/NW,302451.57,4846237.39,Ground,STATIC,NW,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8sqw38c59rd&lvl=19.184161129069572&dir=352.43308228101494&sty=b&where1=98%20Norfinch%20Dr%2C%20North%20York%2C%20ON%2C%20M3N&form=LMLTCC,8
08-052,98,NORFINCH DR,10 x 20,0.8km N/O Finch Ave ES F/NW,302451.57,4846237.39,Ground,STATIC,NW,Up,PATTISON,unknown,http://www.bing.com/maps/?v=2&cp=r8sqw38c59rd&lvl=19.184161129069572&dir=352.43308228101494&sty=b&where1=98%20Norfinch%20Dr%2C%20North%20York%2C%20ON%2C%20M3N&form=LMLTCC,8
08-053,0,SHEPPARD AVE W,10 x 20,"Northeast of Bakersfield St and Sheppard Ave. W., West of  chesswood. On CNR lands, just East of CNR rail.",306510.35,4845888.36,Ground,STATIC,W,Up,ASTRAL,unknown,http://www.bing.com/maps/?v=2&cp=r8s7fn8c939y&lvl=19.32633888331716&dir=5.8422666818810915&sty=b&form=LMLTCC,8
08-053,0,SHEPPARD AVE W,10 x 20,"Northeast of Bakersfield St and Sheppard Ave. W., West of  chesswood. On CNR lands, just East of CNR rail.",306510.35,4845888.36,Ground,STATIC,E,Up,ASTRAL,unknown,http://www.bing.com/maps/?v=2&cp=r8s7fn8c939y&lvl=19.32633888331716&dir=5.8422666818810915&sty=b&form=LMLTCC,8
08-054,4700,DUFFERIN ST,10 x 20,unknown,307243.65,4848182.89,Roof,TRIVISION,unknown,Backlit,LANDMARK,unknown,http://www.bing.com/maps/?v=2&cp=r8w9hk8c9sgt&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=4700%20Dufferin%20St%2C%20North%20York%2C%20ON%2C%20M3H&form=LMLTCC,8
08-054,4700,DUFFERIN ST,10 x 20,unknown,307243.65,4848182.89,Roof,TRIVISION,unknown,Backlit,LANDMARK,unknown,http://www.bing.com/maps/?v=2&cp=r8w9hk8c9sgt&lvl=19.220389774595798&dir=346.9509661713232&sty=b&where1=4700%20Dufferin%20St%2C%20North%20York%2C%20ON%2C%20M3H&form=LMLTCC,8
07-001,73,LOVILLA BLVD,10 x 23,On South East corner of Lovilla Blvd and Walsh Weston N Ramp to Weston Rd.,301774.36,4841728.42,Roof,STATIC,E,Backlit,CBS,8627,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8knrk8c4q0q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285337&phx=0&phy=0&phscl=1&encType=1,7
07-001,73,LOVILLA BLVD,10 x 23,On South East corner of Lovilla Blvd and Walsh Weston N Ramp to Weston Rd.,301774.36,4841728.42,Roof,STATIC,SW,Backlit,CBS,8628,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kmsz8c4qkn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285130&phx=0&phy=0&phscl=1&encType=1,7
07-002,1616,WILSON AVE,10 x 20,unknown,303959.49,4842141.13,Roof,STATIC,E,Up,ASTRAL,501,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8m5dh8c6qvk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284963&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-002,1616,WILSON AVE,10 x 20,unknown,303959.49,4842141.13,Roof,STATIC,W,Up,ASTRAL,502,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8m5jz8c6r5t&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284899&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-003,1718,WILSON AVE,10 x 20,On the North East corner of Dallner Rd and Wilson Ave.,303677.37,4842048.36,Roof,STATIC,E,Up,ASTRAL,80,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8m1sv8c6ftc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284962&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-003,1718,WILSON AVE,10 x 20,On the North East corner of Dallner Rd and Wilson Ave.,303677.37,4842048.36,Roof,STATIC,W,Up,ASTRAL,81,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8m1kc8c6gdy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284954&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-004,1617-1627,WILSON AVE,12 x 16,On the South side East of Dallner Rd.,303815.45,4841968.19,Roof,STATIC,E,Up,PATTISON,0254A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ky6t8c6ky1&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285226&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-004,1617-1627,WILSON AVE,12 x 16,On the South side East of Dallner Rd.,303815.45,4841968.19,Roof,STATIC,E,Up,PATTISON,0254B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kyhq8c6m54&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284899&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-005,1593-1615,WILSON AVE,10 x 20,On the South side East of Dallner Rd.,303951.62,4841982.18,Roof,STATIC,W,Up,ASTRAL,325,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kz718c6r2f&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284899&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-005,1593-1615,WILSON AVE,10 x 20,On the South side East of Dallner Rd.,303951.62,4841982.18,Roof,STATIC,E,Up,ASTRAL,324,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kz1n8c6q3g&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285394&phx=0&phy=0&phscl=1&where1=1618-1700%20wilson%20ave&encType=1,7
07-006,31,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303912.1,4841779.4,Roof,STATIC,SE,Up,PATTISON,6140B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kq168c6pd4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285394&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-006,31,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303912.1,4841779.4,Roof,STATIC,SW,Up,PATTISON,6140A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kpxp8c6py6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284904&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-007,51,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303887.12,4841771.59,Roof,STATIC,SE,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kprd8c6nch&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285230&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-007,51,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303887.12,4841771.59,Roof,STATIC,SW,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kpn58c6n6c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284904&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-008,55,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303854.35,4841771.02,Roof,STATIC,SE,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kpg18c6msj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285230&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-008,55,BEVERLY HILLS DR,10 x 20,Visible from the north side of Hwy. 401,303854.35,4841771.02,Roof,STATIC,SW,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kph88c6n6v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284904&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-009,1733,WILSON AVE,10 x 20,On South side of Wilson Ave. East of HWY 400,303357.35,4841832.05,Roof,STATIC,E,Up,PATTISON,0074B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ks0r8c654c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284957&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-009,1733,WILSON AVE,10 x 20,On South side of Wilson Ave. East of HWY 400,303357.35,4841832.05,Roof,STATIC,SW,Up,PATTISON,0074A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ks2x8c65dy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285223&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-010,1821,WILSON AVE,10 x 20,On South side of Wilson Ave. West of HWY 400,302936.03,4841709.35,Roof,STATIC,E,Up,PATTISON,2230A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8km278c5s8c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285388&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-010,1821,WILSON AVE,10 x 20,On South side of Wilson Ave. West of HWY 400,302936.03,4841709.35,Roof,STATIC,W,Up,PATTISON,2230B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8km738c5sg7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284817&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-011,1881,WILSON AVE,10 x 40,On the South East side of Wilson Ave and Elrose Ave.,302724.56,4841644.85,Roof,STATIC,NE,Up,PATTISON,5859A/A1,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8khcn8c5km2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284900&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-011,1881,WILSON AVE,10 x 20,On the South East side of Wilson Ave and Elrose Ave.,302724.56,4841644.85,Roof,STATIC,SW,Up,PATTISON,5859B/B1,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8khcs8c5kv3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285140&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-011,1881,WILSON AVE,10 x 20,On the South East side of Wilson Ave and Elrose Ave.,302724.56,4841644.85,Roof,STATIC,SW,Up,PATTISON,5859B/B2,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8khcs8c5kv3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285140&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-012,1873,WILSON AVE,10 x 25,Property backs onto Hwy. 401,302781.78,4841598.67,Roof,STATIC,E,Up,ALEXDON HOLDINGS LTD.,476,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kfr78c5mx4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285387&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-012,1873,WILSON AVE,10 x 25,Property backs onto Hwy. 401,302781.78,4841598.67,Roof,STATIC,W,Up,ALEXDON HOLDINGS LTD.,475,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kfw88c5n9n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285956&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-013,1906,WILSON AVE,12 x 16,North East corner of Edgar Ave and Wilson Ave,302569.75,4841665.4,Roof,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kjc28c5f9d&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285140&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-013,1906,WILSON AVE,12 x 16,North East corner of Edgar Ave and Wilson Ave,302569.75,4841665.4,Roof,STATIC,E,Up,ASTRAL,304,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kjbj8c5dy6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285386&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-014,0,NORTH YORK,10 x 20,On the North side of Wilson Ave. West of Edgar Ave on CNR property on the West side of the railway tracks Facing East.,302423.74,4841625.63,Ground,STATIC,W,Up,CBS,1466,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kgrm8c58xp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285386&phx=0&phy=0&phscl=1&where1=31%20Beverly%20hills%20dr&encType=1,7
07-018,2025,WILSON AVE,10 x 20,On the North side of Hwy 401 West. Just before the off ramp for Weston Rd North. At Rear of property address,302087.02,4841421.0,Ground,STATIC,W,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k6nw8c4z7r&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285215&phx=0&phy=0&phscl=1&where1=2025%20Wilson%2C%20Toronto%20&encType=1,7
07-018,2025,WILSON AVE,10 x 20,On the North side of Hwy 401 West. Just before the off ramp for Weston Rd North. At Rear of property address,302087.02,4841421.0,Ground,STATIC,W,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k6nw8c4z7r&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285215&phx=0&phy=0&phscl=1&where1=2025%20Wilson%2C%20Toronto%20&encType=1,7
07-018,2025,WILSON AVE,10 x 20,On the North side of Hwy 401 West. Just before the off ramp for Weston Rd North. At Rear of property address,302087.02,4841421.0,Ground,STATIC,E,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k61c8c4zy0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285654&phx=0&phy=0&phscl=1&where1=2025%20Wilson%2C%20Toronto%20&encType=1,7
07-018,2025,WILSON AVE,10 x 20,On the North side of Hwy 401 West. Just before the off ramp for Weston Rd North. At Rear of property address,302087.02,4841421.0,Ground,STATIC,E,Up,CBS,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k61c8c4zy0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285654&phx=0&phy=0&phscl=1&where1=2025%20Wilson%2C%20Toronto%20&encType=1,7
07-019,2839-2853,WESTON RD,10 x 20,On the East side of Weston Rd. Just North of Flindon Rd. Actual address is 2847 Weston Rd.,301796.19,4842120.85,Roof,STATIC,S,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8m3tw8c4qgy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285208&phx=0&phy=0&phscl=1&where1=2025%20Wilson%2C%20Toronto%20&encType=1,7
